pokemon_name,pokedex_number,pokemon_id,classification,pokemon_height,pokemon_weight,primary_type,secondary_type,pre_evo_id,evo_details,primary_ability,primary_ability_desc,secondary_ability,secondary_ability_desc,hidden_ability,hidden_ability_desc,health_stat,attack_stat,defense_stat,special_attack_stat,special_defense_stat,speed_stat,base_stat_total
Kirlia,281,409,Emotion Pokemon,0.8,20.2,Psychic,Fairy,408,Level 20,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.",Trace,"When it enters a battle, the Pokemon copies an opposing Pokemon's Ability.",Telepathy,Anticipates an ally's attack and dodges it.,38,35,35,65,55,50,278
Gardevoir,282,410,Embrace Pokemon,1.6,48.4,Psychic,Fairy,409,Level 30,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.",Trace,"When it enters a battle, the Pokemon copies an opposing Pokemon's Ability.",Telepathy,Anticipates an ally's attack and dodges it.,68,65,65,125,115,80,518
Gardevoir,282,1435,Embrace Pokemon,1.6,48.4,Psychic,Fairy,,,Pixilate,Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.,,,,,68,85,65,165,135,100,618
Surskit,283,411,Pond Skater Pokemon,0.5,1.7,Bug,Water,,,Swift Swim,Boosts the Pokemon's Speed stat in rain.,,,Rain Dish,The Pokemon gradually regains HP in rain.,40,30,32,50,52,65,269
Masquerain,284,412,Eyeball Pokemon,0.8,3.6,Bug,Flying,411,Level 22,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",,,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,70,60,62,100,82,80,454
Shroomish,285,413,Mushroom Pokemon,0.4,4.5,Grass,,,,Effect Spore,"Contact with the Pokemon may inflict poison, sleep, or paralysis on its attacker.",Poison Heal,Restores HP if the Pokemon is poisoned instead of losing HP.,Quick Feet,Boosts the Speed stat if the Pokemon has a status condition.,60,40,60,40,60,35,295
Breloom,286,414,Mushroom Pokemon,1.2,39.2,Grass,Fighting,413,Level 23,Effect Spore,"Contact with the Pokemon may inflict poison, sleep, or paralysis on its attacker.",Poison Heal,Restores HP if the Pokemon is poisoned instead of losing HP.,Technician,Powers up the Pokemon's weaker moves.,60,130,80,60,60,70,460
Slakoth,287,415,Slacker Pokemon,0.8,24,Normal,,,,Truant,The Pokemon can't use a move if it had used a move on the previous turn.,,,,,60,60,60,35,35,30,280
Vigoroth,288,416,Wild Monkey Pokemon,1.4,46.5,Normal,,415,Level 18,Vital Spirit,"The Pokemon is full of vitality, and that prevents it from falling asleep.",,,,,80,80,80,55,55,90,440
Slaking,289,417,Lazy Pokemon,2,130.5,Normal,,416,Level 36,Truant,The Pokemon can't use a move if it had used a move on the previous turn.,,,,,150,160,100,95,65,100,670
Nincada,290,418,Trainee Pokemon,0.5,5.5,Bug,Ground,,,Compound Eyes,The Pokemon's compound eyes boost its accuracy.,,,Run Away,Enables a sure getaway from wild Pokemon.,31,45,90,30,30,40,266
Ninjask,291,419,Ninja Pokemon,0.8,12,Bug,Flying,418,Level 20,Speed Boost,Its Speed stat is boosted every turn.,,,Infiltrator,"Passes through the opposing Pokemon's barrier, substitute, and the like and strikes.",61,90,45,50,50,160,456
Shedinja,292,420,Shed Pokemon,0.8,1.2,Bug,Ghost,418,Have A Pokeball And Empty Space In Party,Wonder Guard,Its mysterious power only lets supereffective moves hit the Pokemon.,,,,,1,90,45,30,30,40,236
Whismur,293,421,Whisper Pokemon,0.6,16.3,Normal,,,,Soundproof,Soundproofing gives the Pokemon full immunity to all sound-based moves.,,,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokemon and boost its Speed stat.",64,51,23,51,23,28,240
Loudred,294,422,Big Voice Pokemon,1,40.5,Normal,,421,Level 20,Soundproof,Soundproofing gives the Pokemon full immunity to all sound-based moves.,,,Scrappy,The Pokemon can hit Ghost-type Pokemon with Normal- and Fighting-type moves.,84,71,43,71,43,48,360
Exploud,295,423,Loud Noise Pokemon,1.5,84,Normal,,422,Level 40,Soundproof,Soundproofing gives the Pokemon full immunity to all sound-based moves.,,,Scrappy,The Pokemon can hit Ghost-type Pokemon with Normal- and Fighting-type moves.,104,91,63,91,73,68,490
Makuhita,296,424,Guts Pokemon,1,86.4,Fighting,,,,Thick Fat,"The Pokemon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,72,60,30,20,30,25,237
Hariyama,297,425,Arm Thrust Pokemon,2.3,253.8,Fighting,,424,Level 24,Thick Fat,"The Pokemon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,144,120,60,40,60,50,474
Azurill,298,426,Polka Dot Pokemon,0.2,2,Normal,Fairy,,,Thick Fat,"The Pokemon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Huge Power,Doubles the Pokemon's Attack stat.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,50,20,40,20,40,20,190
Nosepass,299,427,Compass Pokemon,1,97,Rock,,,,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Magnet Pull,Prevents Steel-type Pokemon from escaping using its magnetic force.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",30,45,135,45,90,30,375
Skitty,300,428,Kitten Pokemon,0.6,11,Normal,,,,Cute Charm,Contact with the Pokemon may cause infatuation.,Normalize,All the Pokemon's moves become Normal type. The power of those moves is boosted a little.,Wonder Skin,Makes status moves more likely to miss.,50,45,45,35,35,50,260
Delcatty,301,429,Prim Pokemon,1.1,32.6,Normal,,428,Moon Stone,Cute Charm,Contact with the Pokemon may cause infatuation.,Normalize,All the Pokemon's moves become Normal type. The power of those moves is boosted a little.,Wonder Skin,Makes status moves more likely to miss.,70,65,65,55,55,90,400
Sableye,302,430,Darkness Pokemon,0.5,11,Dark,Ghost,,,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Stall,The Pokemon moves after all other Pokemon do.,Prankster,Gives priority to a status move.,50,75,75,65,65,50,380
Sableye,302,1558,Darkness Pokemon,0.5,161,Dark,Ghost,,,Magic Bounce,Reflects status moves instead of getting hit by them.,,,,,50,85,125,85,115,20,480
Mawile,303,1559,Deceiver Pokemon,1,23.5,Steel,Fairy,,,Huge Power,Doubles the Pokemon's Attack stat.,,,,,50,105,125,55,95,50,480
Mawile,303,431,Deceiver Pokemon,0.6,11.5,Steel,Fairy,,,Hyper Cutter,The Pokemon's proud of its powerful pincers. They prevent other Pokemon from lowering its Attack stat.,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Sheer Force,Removes additional effects to increase the power of moves when attacking.,50,85,85,55,55,50,380
Aron,304,432,Iron Armor Pokemon,0.4,60,Steel,Rock,,,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Rock Head,Protects the Pokemon from recoil damage.,Heavy Metal,Doubles the Pokemon's weight.,50,70,100,40,40,30,330
Lairon,305,433,Iron Armor Pokemon,0.9,120,Steel,Rock,432,Level 32,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Rock Head,Protects the Pokemon from recoil damage.,Heavy Metal,Doubles the Pokemon's weight.,60,90,140,50,50,40,430
Aggron,306,434,Iron Armor Pokemon,2.1,360,Steel,Rock,433,Level 42,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Rock Head,Protects the Pokemon from recoil damage.,Heavy Metal,Doubles the Pokemon's weight.,70,110,180,60,60,50,530
Aggron,306,1434,Iron Armor Pokemon,2.2,395,Steel,,,,Filter,Reduces the power of supereffective attacks taken.,,,,,70,140,230,60,80,50,630
Meditite,307,435,Meditate Pokemon,0.6,11.2,Fighting,Psychic,,,Pure Power,"Using its pure power, the Pokemon doubles its Attack stat.",,,Telepathy,Anticipates an ally's attack and dodges it.,30,40,55,40,55,60,280
Medicham,308,436,Meditate Pokemon,1.3,31.5,Fighting,Psychic,435,Level 37,Pure Power,"Using its pure power, the Pokemon doubles its Attack stat.",,,Telepathy,Anticipates an ally's attack and dodges it.,60,60,75,60,75,80,410
Medicham,308,1590,Meditate Pokemon,1.3,31.5,Fighting,Psychic,,,Pure Power,"Using its pure power, the Pokemon doubles its Attack stat.",,,,,60,100,85,80,85,100,510
Electrike,309,437,Lightning Pokemon,0.6,15.2,Electric,,,,Static,"The Pokemon is charged with static electricity, so contact with it may cause paralysis.",Lightning Rod,"The Pokemon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Minus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,40,45,40,65,40,65,295
Manectric,310,438,Discharge Pokemon,1.5,40.2,Electric,,437,Level 26,Static,"The Pokemon is charged with static electricity, so contact with it may cause paralysis.",Lightning Rod,"The Pokemon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Minus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,70,75,60,105,60,105,475
Manectric,310,1437,Discharge Pokemon,1.8,44,Electric,,,,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",,,,,70,75,80,135,80,135,575
Plusle,311,439,Cheering Pokemon,0.4,4.2,Electric,,,,Plus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,,,Lightning Rod,"The Pokemon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",60,50,40,85,75,95,405
Minun,312,440,Cheering Pokemon,0.4,4.2,Electric,,,,Minus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,,,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,60,40,50,75,85,95,405
Volbeat,313,441,Firefly Pokemon,0.7,17.7,Bug,,,,Illuminate,Raises the likelihood of meeting wild Pokemon by illuminating the surroundings.,Swarm,Powers up Bug-type moves when the Pokemon's HP is low.,Prankster,Gives priority to a status move.,65,73,75,47,85,85,430
Illumise,314,442,Firefly Pokemon,0.6,17.7,Bug,,,,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Tinted Lens,"The Pokemon can use ""not very effective"" moves to deal regular damage.",Prankster,Gives priority to a status move.,65,47,75,73,85,85,430
Roselia,315,443,Thorn Pokemon,0.3,2,Grass,Poison,604,During The Day,Natural Cure,All status conditions heal when the Pokemon switches out.,Poison Point,Contact with the Pokemon may poison the attacker.,Leaf Guard,Prevents status conditions in harsh sunlight.,50,60,45,100,80,65,400
Gulpin,316,444,Stomach Pokemon,0.4,10.3,Poison,,,,Liquid Ooze,"The oozed liquid has a strong stench, which damages attackers using any draining move.",Sticky Hold,Items held by the Pokemon are stuck fast and cannot be removed by other Pokemon.,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",70,43,53,43,53,40,302
Swalot,317,445,Poison Bag Pokemon,1.7,80,Poison,,444,Level 26,Liquid Ooze,"The oozed liquid has a strong stench, which damages attackers using any draining move.",Sticky Hold,Items held by the Pokemon are stuck fast and cannot be removed by other Pokemon.,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",100,73,83,73,83,55,467
Carvanha,318,446,Savage Pokemon,0.8,20.8,Water,Dark,,,Rough Skin,This Pokemon inflicts damage with its rough skin to the attacker on contact.,,,Speed Boost,Its Speed stat is boosted every turn.,45,90,20,65,20,65,305
Sharpedo,319,447,Brutal Pokemon,1.8,88.8,Water,Dark,446,Level 30,Rough Skin,This Pokemon inflicts damage with its rough skin to the attacker on contact.,,,Speed Boost,Its Speed stat is boosted every turn.,70,120,40,95,40,95,460
Sharpedo,319,1587,Brutal Pokemon,2.5,130.3,Water,Dark,,,Strong Jaw,The Pokemon's strong jaw boosts the power of its biting moves.,,,,,70,140,70,110,65,105,560
Wailmer,320,448,Ball Whale Pokemon,2,130,Water,,,,Water Veil,"The Pokemon is covered with a water veil, which prevents the Pokemon from getting a burn.",Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Pressure,"By putting pressure on the opposing Pokemon, it raises their PP usage.",130,70,35,70,35,60,400
Wailord,321,449,Float Whale Pokemon,14.5,398,Water,,448,Level 40,Water Veil,"The Pokemon is covered with a water veil, which prevents the Pokemon from getting a burn.",Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Pressure,"By putting pressure on the opposing Pokemon, it raises their PP usage.",170,90,45,90,45,60,500
Numel,322,450,Numb Pokemon,0.7,24,Fire,Ground,,,Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Simple,The stat changes the Pokemon receives are doubled.,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",60,60,40,65,45,35,305
Camerupt,323,451,Eruption Pokemon,1.9,220,Fire,Ground,450,Level 33,Magma Armor,"The Pokemon is covered with hot magma, which prevents the Pokemon from becoming frozen.",Solid Rock,Reduces the power of supereffective attacks taken.,Anger Point,"The Pokemon is angered when it takes a critical hit, and that maxes its Attack stat.",70,100,70,105,75,40,460
Camerupt,323,1588,Eruption Pokemon,2.5,320.5,Fire,Ground,,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,,,,,70,120,100,145,105,20,560
Torkoal,324,452,Coal Pokemon,0.5,80.4,Fire,,,,White Smoke,"The Pokemon is protected by its white smoke, which prevents other Pokemon from lowering its stats.",Drought,Turns the sunlight harsh when the Pokemon enters a battle.,Shell Armor,A hard shell protects the Pokemon from critical hits.,70,85,140,85,70,20,470
Spoink,325,453,Bounce Pokemon,0.7,30.6,Psychic,,,,Thick Fat,"The Pokemon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",60,25,35,70,80,60,330
Grumpig,326,454,Manipulate Pokemon,0.9,71.5,Psychic,,453,Level 32,Thick Fat,"The Pokemon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",80,45,65,90,110,80,470
Spinda,327,455,Spot Panda Pokemon,1.1,5,Normal,,,,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Tangled Feet,Raises evasiveness if the Pokemon is confused.,Contrary,Makes stat changes have an opposite effect.,60,60,60,60,60,60,360
Trapinch,328,456,Ant Pit Pokemon,0.7,15,Ground,,,,Hyper Cutter,The Pokemon's proud of its powerful pincers. They prevent other Pokemon from lowering its Attack stat.,Arena Trap,Prevents opposing Pokemon from fleeing.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,45,100,45,45,45,10,290
Vibrava,329,457,Vibration Pokemon,1.1,15.3,Ground,Dragon,456,Level 35,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,50,70,50,50,50,70,340
Flygon,330,458,Mystic Pokemon,2,82,Ground,Dragon,457,Level 45,Levitate,"By floating in the air, the Pokemon receives full immunity to all Ground-type moves.",,,,,80,100,80,80,80,100,520
Cacnea,331,459,Cactus Pokemon,0.4,51.3,Grass,,,,Sand Veil,Boosts the Pokemon's evasiveness in a sandstorm.,,,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,50,85,40,85,40,35,335
Cacturne,332,460,Scarecrow Pokemon,1.3,77.4,Grass,Dark,459,Level 32,Sand Veil,Boosts the Pokemon's evasiveness in a sandstorm.,,,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,70,115,60,115,60,55,475
Swablu,333,461,Cotton Bird Pokemon,0.4,1.2,Normal,Flying,,,Natural Cure,All status conditions heal when the Pokemon switches out.,,,Cloud Nine,Eliminates the effects of weather.,45,40,60,40,75,50,310
Altaria,334,462,Humming Pokemon,1.1,20.6,Dragon,Flying,461,Level 35,Natural Cure,All status conditions heal when the Pokemon switches out.,,,Cloud Nine,Eliminates the effects of weather.,75,70,90,70,105,80,490
